"ano";"tipo";"salario_hora";"salario_mes";"filtro";"geral"
"2012";"Técnicos de nível médio";"9,61650875822161";"1613,907593325787";"Técnico";"Subgrupo"
"2012";"Técnicos de nível superior";"28,65524928324483";"4722,259261806015";"Técnico";"Subgrupo"
"2013";"Técnicos de nível médio";"12,04583601927173";"1984,330605542971";"Técnico";"Subgrupo"
"2013";"Técnicos de nível superior";"30,91546840463536";"5055,298338537980";"Técnico";"Subgrupo"
"2014";"Técnicos de nível médio";"12,13024414447620";"2009,658906982562";"Técnico";"Subgrupo"
"2014";"Técnicos de nível superior";"33,17211413895291";"5453,535853939939";"Técnico";"Subgrupo"
"2015";"Técnicos de nível médio";"15,16057774670447";"2509,986158947247";"Técnico";"Subgrupo"
"2015";"Técnicos de nível superior";"38,86984181414913";"6370,957306538349";"Técnico";"Subgrupo"
"2016";"Técnicos de nível médio";"18,03755734412786";"2973,213756848394";"Técnico";"Subgrupo"
"2016";"Técnicos de nível superior";"42,24770122202618";"6916,692891772812";"Técnico";"Subgrupo"
"2017";"Técnicos de nível médio";"17,53447535120395";"2893,380242350927";"Técnico";"Subgrupo"
"2017";"Técnicos de nível superior";"41,76566107250839";"6860,036970836450";"Técnico";"Subgrupo"
"2018";"Técnicos de nível médio";"19,50573153996101";"3120,564195018220";"Técnico";"Subgrupo"
"2018";"Técnicos de nível superior";"44,88395252697600";"7181,244768947790";"Técnico";"Subgrupo"
"2019";"Técnicos de nível médio";"17,67196141103729";"2905,105359120236";"Técnico";"Subgrupo"
"2019";"Técnicos de nível superior";"43,10173353062368";"7040,486456181929";"Técnico";"Subgrupo"
"2020";"Técnicos de nível médio";"20,05027401302170";"3280,003935703216";"Técnico";"Subgrupo"
"2020";"Técnicos de nível superior";"48,35038969213510";"7816,211367914505";"Técnico";"Subgrupo"
"2021";"Técnicos de nível médio";"23,68250719776524";"3820,697248160297";"Técnico";"Subgrupo"
"2021";"Técnicos de nível superior";"54,47054518412085";"8811,193630147643";"Técnico";"Subgrupo"
"2012";"Média dos trabalhadores técnicos";"10,74394702936360";"1797,978310955802";"Técnico";"Geral"
"2013";"Média dos trabalhadores técnicos";"13,30234250927910";"2188,822712665549";"Técnico";"Geral"
"2014";"Média dos trabalhadores técnicos";"13,43006367093903";"2222,397532568853";"Técnico";"Geral"
"2015";"Média dos trabalhadores técnicos";"16,59649581591445";"2743,820419671392";"Técnico";"Geral"
"2016";"Média dos trabalhadores técnicos";"19,53276823996848";"3216,761791911580";"Técnico";"Geral"
"2017";"Média dos trabalhadores técnicos";"19,10898050854220";"3151,127492040807";"Técnico";"Geral"
"2018";"Média dos trabalhadores técnicos";"21,19138768493210";"3390,280152086739";"Técnico";"Geral"
"2019";"Média dos trabalhadores técnicos";"19,43459714607164";"3191,744596994186";"Técnico";"Geral"
"2020";"Média dos trabalhadores técnicos";"21,95739477079045";"3585,695101548871";"Técnico";"Geral"
"2021";"Média dos trabalhadores técnicos";"25,54810026708626";"4123,095064702982";"Técnico";"Geral"
"2012";"Até fundamental completo";"4,19655845711885";"720,845383875793";"Não técnico";"Subgrupo"
"2012";"Médio completo";"5,20722122770260";"864,523548026578";"Não técnico";"Subgrupo"
"2012";"Superior completo";"25,86864387870832";"3723,591972092518";"Não técnico";"Subgrupo"
"2013";"Até fundamental completo";"4,97390469772881";"851,702016148323";"Não técnico";"Subgrupo"
"2013";"Médio completo";"5,98140737496288";"988,298243296070";"Não técnico";"Subgrupo"
"2013";"Superior completo";"28,52183743983834";"4143,943604215420";"Não técnico";"Subgrupo"
"2014";"Até fundamental completo";"5,61845838175721";"960,395787407668";"Não técnico";"Subgrupo"
"2014";"Médio completo";"6,67672282200927";"1107,881853251356";"Não técnico";"Subgrupo"
"2014";"Superior completo";"32,32016345689200";"4638,801689197747";"Não técnico";"Subgrupo"
"2015";"Até fundamental completo";"6,78071217939660";"1156,929254261733";"Não técnico";"Subgrupo"
"2015";"Médio completo";"7,89764876780223";"1311,296232781354";"Não técnico";"Subgrupo"
"2015";"Superior completo";"40,10427676394837";"5815,560838133817";"Não técnico";"Subgrupo"
"2016";"Até fundamental completo";"7,71674506016085";"1314,942874555790";"Não técnico";"Subgrupo"
"2016";"Médio completo";"8,92590055405802";"1480,187512716819";"Não técnico";"Subgrupo"
"2016";"Superior completo";"46,00314181206489";"6631,180128259659";"Não técnico";"Subgrupo"
"2017";"Até fundamental completo";"8,24024571849278";"1404,077367633931";"Não técnico";"Subgrupo"
"2017";"Médio completo";"9,39196571181968";"1561,138728766463";"Não técnico";"Subgrupo"
"2017";"Superior completo";"45,25838195171464";"6456,783246143908";"Não técnico";"Subgrupo"
"2018";"Até fundamental completo";"8,44260852905777";"1437,475400263052";"Não técnico";"Subgrupo"
"2018";"Médio completo";"9,56872933441728";"1591,653435075573";"Não técnico";"Subgrupo"
"2018";"Superior completo";"44,89479032997437";"6503,415642602268";"Não técnico";"Subgrupo"
"2019";"Até fundamental completo";"8,90567986044641";"1504,401947090345";"Não técnico";"Subgrupo"
"2019";"Médio completo";"10,75812175393325";"1763,477171066334";"Não técnico";"Subgrupo"
"2019";"Superior completo";"45,45017143260284";"6402,125748023621";"Não técnico";"Subgrupo"
"2020";"Até fundamental completo";"9,82160198556608";"1644,638598098699";"Não técnico";"Subgrupo"
"2020";"Médio completo";"11,05442986205611";"1811,938689022111";"Não técnico";"Subgrupo"
"2020";"Superior completo";"50,26468716038590";"7029,945594568057";"Não técnico";"Subgrupo"
"2021";"Até fundamental completo";"11,28249630783541";"1896,841017115000";"Não técnico";"Subgrupo"
"2021";"Médio completo";"12,42925366420310";"2055,201205820379";"Não técnico";"Subgrupo"
"2021";"Superior completo";"62,86507581073859";"8550,210984280959";"Não técnico";"Subgrupo"
"2012";"Média dos trabalhadores não técnicos";"7,54402586588018";"1186,349734104896";"Não técnico";"Geral"
"2013";"Média dos trabalhadores não técnicos";"9,22965515542295";"1444,691209592962";"Não técnico";"Geral"
"2014";"Média dos trabalhadores não técnicos";"10,38313192561070";"1617,613749851483";"Não técnico";"Geral"
"2015";"Média dos trabalhadores não técnicos";"13,39260194241308";"2080,377441477024";"Não técnico";"Geral"
"2016";"Média dos trabalhadores não técnicos";"16,06018811878974";"2472,139922846218";"Não técnico";"Geral"
"2017";"Média dos trabalhadores não técnicos";"16,50269446270423";"2531,769478075480";"Não técnico";"Geral"
"2018";"Média dos trabalhadores não técnicos";"16,97641572049855";"2622,258804551407";"Não técnico";"Geral"
"2019";"Média dos trabalhadores não técnicos";"17,35512695920791";"2642,684696167674";"Não técnico";"Geral"
"2020";"Média dos trabalhadores não técnicos";"19,12681808960964";"2885,391381462446";"Não técnico";"Geral"
"2021";"Média dos trabalhadores não técnicos";"24,15757198406837";"3563,078583279390";"Não técnico";"Geral"
